Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
5,58,1,4,5,-0.58427208908176
1,45,1,4,2,-1.8855694152741194
9,87,0,5,9,1.4978036328260151
4,59,1,4,4,-0.6363239821294543
8,53,0,7,3,-0.42811640993867683
8,90,1,7,7,1.8101149911121814
7,47,1,7,9,-0.8445315543202319
2,77,0,9,1,-0.011701265557121794
2,68,0,8,4,-0.740427768224843
7,73,1,6,8,0.4047138788244332
5,80,1,4,4,0.5088176649198219
5,55,1,8,3,-0.6883758751771487
5,48,1,7,0,-1.1047910195587036
4,53,0,6,6,-1.000687233463315
6,96,0,9,1,1.4978036328260151
4,58,0,7,4,-0.58427208908176
6,95,0,5,8,1.4978036328260151
1,83,1,7,6,0.1965063066336557
3,58,0,4,7,-0.740427768224843
7,96,1,8,2,1.601907418921404
7,49,0,9,0,-0.7924796612725374
1,84,1,8,7,0.3006100927290445
6,93,1,7,4,1.2375441675875432
1,72,0,5,9,-0.4801683029863712
9,91,1,7,1,1.601907418921404
6,89,1,5,2,1.1334403814921545
8,88,0,9,2,1.4457517397783208
9,56,1,5,4,-0.11580505165251055
5,77,0,6,3,0.35266198577673885
8,81,0,4,5,0.9772847023490714
6,74,1,8,6,0.3006100927290445
8,75,0,4,9,0.6649733440629051
2,59,0,6,5,-1.1047910195587036
7,51,0,9,3,-0.58427208908176
9,85,1,7,6,1.7580630980644871
7,75,0,7,1,0.5088176649198219
4,74,0,7,4,0.09240252053826696
2,42,1,4,7,-1.8855694152741194
5,80,1,4,6,0.5088176649198219
5,47,0,7,5,-0.9486353404156206
1,69,1,7,4,-0.3760645168909824
4,67,0,7,8,-0.3760645168909824
6,71,1,9,5,0.35266198577673885
7,59,1,9,6,-0.2199088377478993
4,97,1,8,0,1.1334403814921545
2,89,0,8,0,0.6129214510152108
4,73,1,8,8,0.1965063066336557
3,63,1,8,1,-0.5322201960340656
1,47,1,8,8,-1.677361843083342
6,57,1,4,5,-0.6883758751771487
9,64,1,7,1,0.3006100927290445
3,41,1,7,3,-1.6253099500356474
8,90,0,9,5,1.4978036328260151
7,87,0,6,7,1.341647953682932
6,55,0,8,3,-0.6363239821294543
2,50,1,9,7,-1.3650504847971756
9,75,0,8,1,0.8211290232059882
2,86,1,4,3,0.3006100927290445
6,84,0,9,5,0.9772847023490714
3,76,1,5,6,-0.011701265557121794
8,94,1,6,4,1.8101149911121814
1,54,1,7,6,-1.3650504847971756
4,93,1,7,5,1.1334403814921545
8,65,0,4,8,0.09240252053826696
2,69,1,5,7,-0.5322201960340656
5,41,1,5,7,-1.5212061639402588
3,40,0,7,6,-1.7294137361310362
4,44,0,9,1,-1.4691542708925645
4,53,0,8,9,-0.7924796612725374
2,86,1,4,7,0.35266198577673885
8,79,1,8,7,0.9772847023490714
5,97,1,7,3,1.3936998467306263
1,71,0,7,8,-0.2719607307955937
9,53,1,6,9,-0.32401262384328805
7,53,0,4,2,-0.6363239821294543
4,81,1,8,1,0.35266198577673885
6,95,0,9,4,1.601907418921404
5,51,1,7,1,-0.9486353404156206
4,50,0,6,8,-1.1568429126063982
6,62,1,9,2,-0.11580505165251055
7,42,0,4,4,-1.0527391265110093
1,74,0,5,2,-0.4801683029863712
5,53,0,8,9,-0.8445315543202319
8,95,1,7,3,1.8621668841598757
1,62,0,6,7,-0.8445315543202319
8,70,0,8,1,0.3006100927290445
2,42,0,8,9,-1.7294137361310362
7,71,0,9,9,0.4047138788244332
4,86,0,6,9,0.8211290232059882
6,46,0,4,7,-1.1568429126063982
1,52,0,7,6,-1.4691542708925645
1,83,1,9,0,0.04035062749057258
9,83,0,9,7,1.4457517397783208
7,88,1,9,4,1.4978036328260151
1,42,1,6,6,-2.0417250944172025
8,60,0,4,7,-0.2719607307955937
3,42,1,9,8,-1.7814656291787305
9,51,0,4,8,-0.4801683029863712
6,77,1,8,4,0.3006100927290445
8,81,0,7,9,1.1854922745398488
6,65,0,4,3,-0.16785694470020493
8,60,1,4,3,0.14445441358596134
1,86,1,9,1,0.3006100927290445
3,80,0,4,2,0.1965063066336557
4,40,1,7,9,-1.6253099500356474
3,81,0,7,0,0.2485581996813501
3,58,0,9,6,-0.7924796612725374
7,76,0,8,8,0.7170252371105995
6,97,0,8,4,1.4978036328260151
1,98,0,8,9,0.7690771301582938
8,42,0,8,8,-0.8965834473679262
4,77,1,6,2,0.14445441358596134
2,72,1,6,7,-0.06375315860481617
8,93,0,8,8,1.8621668841598757
2,42,0,7,9,-2.0417250944172025
6,68,0,4,5,-0.06375315860481617
1,58,1,5,6,-1.2088948056540925
8,59,0,6,7,0.09240252053826696
2,55,1,8,4,-1.0527391265110093
2,48,0,4,8,-1.833517522226425
2,54,1,9,6,-1.2088948056540925
1,47,0,4,6,-1.833517522226425
9,48,1,6,2,-0.32401262384328805
4,90,0,5,5,0.7690771301582938
4,67,1,7,1,-0.16785694470020493
5,65,1,6,5,-0.2719607307955937
8,45,1,4,4,-1.000687233463315
1,54,1,5,1,-1.3650504847971756
8,45,0,4,5,-0.8965834473679262
8,93,1,9,7,1.7060112050167926
3,78,0,9,5,0.1965063066336557
1,92,0,4,6,0.5608695579675164
7,76,0,9,2,0.6649733440629051
1,83,0,4,9,0.04035062749057258
6,56,0,4,3,-0.58427208908176
6,44,1,9,3,-1.3129985917494813
4,92,0,4,8,0.925232809301377
6,93,1,5,7,1.3936998467306263
6,58,0,4,3,-0.3760645168909824
4,87,0,8,4,0.6129214510152108
2,95,0,7,7,0.8211290232059882
2,93,0,6,4,0.8211290232059882
6,75,0,8,9,0.7170252371105995
8,61,1,4,2,-0.11580505165251055
1,96,0,8,0,0.9772847023490714
5,51,1,7,0,-0.9486353404156206
9,42,0,8,6,-0.740427768224843
5,72,0,4,7,0.1965063066336557
8,90,1,4,3,1.8101149911121814
6,75,0,4,7,0.4567657718721276
6,80,1,6,0,0.5088176649198219
2,40,0,4,4,-1.833517522226425
8,98,1,8,2,1.9662706702552646
5,71,1,8,3,-0.011701265557121794
1,50,1,4,2,-1.7814656291787305
1,49,1,6,3,-1.7814656291787305
7,46,1,5,2,-1.000687233463315
1,44,0,5,4,-2.093776987464897
3,95,0,4,9,1.1854922745398488
8,78,1,8,3,0.8211290232059882
5,70,0,7,8,0.09240252053826696
9,81,1,7,9,1.1854922745398488
5,61,0,8,6,-0.16785694470020493
8,48,1,4,8,-0.6883758751771487
7,58,0,8,8,-0.3760645168909824
7,67,1,8,0,0.1965063066336557
3,41,0,5,4,-1.9896732013695082
3,78,1,4,3,0.09240252053826696
4,93,1,8,6,1.1334403814921545
4,94,0,4,3,1.1334403814921545
8,41,0,5,9,-1.000687233463315
4,62,1,6,9,-0.6363239821294543
1,96,0,4,0,0.8731809162536827
9,82,1,7,8,1.4457517397783208
2,73,1,4,5,-0.32401262384328805
3,46,1,7,4,-1.6253099500356474
2,79,1,7,9,0.09240252053826696
3,43,0,6,7,-1.7814656291787305
1,50,1,8,5,-1.573258056987953
9,49,0,7,5,-0.3760645168909824
4,47,1,5,1,-1.4691542708925645
4,44,1,6,8,-1.6253099500356474
5,62,1,9,4,-0.4801683029863712
2,71,0,6,3,-0.4801683029863712
4,60,1,4,8,-0.7924796612725374
9,92,0,5,2,1.5498555258737094
6,89,0,9,2,1.0293365953967657
8,55,0,5,1,-0.4801683029863712
3,71,1,5,9,-0.16785694470020493
4,66,0,4,5,-0.32401262384328805
2,41,0,7,6,-1.9376213083218137
8,73,1,5,8,0.8731809162536827
7,41,1,6,6,-1.0527391265110093
6,93,1,8,1,1.4457517397783208
6,83,1,6,9,1.1334403814921545
6,75,1,5,2,0.1965063066336557
9,77,1,7,5,1.1334403814921545
8,68,0,6,9,0.4567657718721276
7,70,0,4,8,0.3006100927290445
6,66,0,5,8,-0.06375315860481617
1,57,0,8,0,-1.2609466987017868
2,55,1,6,7,-1.2088948056540925
9,76,1,4,0,0.7690771301582938
8,59,1,8,0,-0.2199088377478993
8,51,1,8,2,-0.6363239821294543
4,82,1,7,4,0.6129214510152108
5,72,0,9,9,0.2485581996813501
3,72,0,5,3,-0.2719607307955937
8,60,1,4,0,-0.3760645168909824
8,98,0,9,6,2.1224263493983475
7,91,0,7,0,1.2375441675875432
1,89,0,7,9,0.6649733440629051
3,76,1,4,2,0.04035062749057258
5,69,1,7,7,0.04035062749057258
4,46,0,9,1,-1.41710237784487
9,60,0,7,0,-0.16785694470020493
2,62,0,4,8,-0.7924796612725374
2,96,0,4,9,0.925232809301377
4,89,1,9,8,0.925232809301377
5,41,1,9,6,-1.3650504847971756
8,83,0,4,1,0.925232809301377
3,97,1,5,1,1.1334403814921545
1,95,1,5,8,0.9772847023490714
8,60,0,4,7,-0.06375315860481617
8,53,1,6,4,-0.3760645168909824
5,58,1,9,5,-0.4801683029863712
3,93,0,8,4,1.1334403814921545
7,86,1,9,9,1.4978036328260151
4,66,0,4,0,-0.3760645168909824
6,91,1,5,8,1.3936998467306263
1,67,1,8,0,-0.8965834473679262
7,70,1,4,4,0.35266198577673885
1,62,0,7,1,-1.1568429126063982
4,47,0,9,3,-1.2088948056540925
9,49,1,6,3,-0.740427768224843
2,62,1,9,4,-0.7924796612725374
7,54,0,9,3,-0.42811640993867683
2,84,1,7,6,0.5088176649198219
8,93,0,8,4,1.7060112050167926
6,93,1,9,5,1.4978036328260151
3,93,1,6,5,0.8731809162536827
2,77,1,6,9,-0.11580505165251055
6,66,0,7,2,-0.11580505165251055
6,88,0,4,6,1.0293365953967657
5,79,0,4,9,0.6129214510152108
5,60,0,7,7,-0.4801683029863712
7,53,0,5,9,-0.7924796612725374
9,90,1,9,8,1.8101149911121814
8,91,0,4,6,1.601907418921404
9,94,0,9,2,1.8621668841598757
8,54,0,8,4,-0.4801683029863712
6,92,1,7,5,1.3936998467306263
8,91,1,5,4,1.601907418921404
5,84,0,8,4,0.7170252371105995
6,40,0,6,5,-1.573258056987953
1,45,0,8,5,-1.7814656291787305
9,56,0,5,6,-0.11580505165251055
6,88,0,5,4,0.925232809301377
9,73,1,6,7,0.8731809162536827
7,43,1,9,6,-1.000687233463315
1,57,0,8,0,-1.2609466987017868
1,60,1,4,1,-1.2609466987017868
9,80,1,4,2,0.8731809162536827
9,59,1,4,0,-0.011701265557121794
2,94,1,9,8,0.7170252371105995
7,77,1,6,9,0.7170252371105995
4,40,1,8,4,-1.5212061639402588
9,82,0,7,6,1.2895960606352377
7,66,0,4,5,-0.06375315860481617
7,97,0,4,6,1.601907418921404
5,79,1,6,9,0.5608695579675164
9,51,1,4,7,-0.4801683029863712
1,69,0,7,1,-0.6363239821294543
2,62,0,8,9,-0.7924796612725374
9,77,0,6,9,1.0813884884444602
3,59,1,8,9,-0.6363239821294543
6,64,1,4,5,-0.32401262384328805
2,80,1,4,1,0.1965063066336557
6,88,1,7,0,1.1854922745398488
9,64,1,6,3,0.14445441358596134
2,97,0,4,4,0.925232809301377
1,99,0,9,7,0.9772847023490714
4,70,0,8,7,0.04035062749057258
8,53,0,5,4,-0.32401262384328805
8,70,0,9,7,0.5088176649198219
4,52,1,5,1,-1.0527391265110093
2,49,0,8,4,-1.41710237784487
6,73,0,5,6,0.14445441358596134
1,99,1,4,3,0.925232809301377
9,73,1,6,8,0.7690771301582938
8,49,1,4,3,-0.6883758751771487
9,74,1,7,6,0.8731809162536827
3,49,0,8,3,-1.2088948056540925
3,49,0,8,4,-1.3129985917494813
2,96,0,9,3,0.925232809301377
4,92,0,8,2,1.1854922745398488
7,64,1,6,9,0.14445441358596134
6,73,1,4,2,0.2485581996813501
4,69,1,6,6,-0.06375315860481617
8,90,0,5,1,1.3936998467306263
2,67,0,8,3,-0.4801683029863712
2,42,0,7,9,-1.7294137361310362
8,87,0,5,8,1.341647953682932
3,59,0,8,4,-0.6883758751771487
2,67,0,9,6,-0.740427768224843
4,51,1,7,4,-1.2088948056540925
9,53,0,9,6,-0.2199088377478993
6,80,0,8,4,0.8211290232059882
4,48,0,6,8,-1.1568429126063982
6,73,1,6,2,0.35266198577673885
8,58,0,6,6,-0.06375315860481617
4,51,1,5,0,-1.2609466987017868
2,60,0,6,6,-0.9486353404156206
5,91,1,5,5,0.9772847023490714
2,74,0,5,0,-0.2199088377478993
6,45,1,7,2,-0.9486353404156206
8,69,1,9,4,0.4567657718721276
6,58,1,8,1,-0.32401262384328805
4,50,1,4,5,-0.9486353404156206
4,77,0,6,7,0.14445441358596134
8,61,0,8,0,0.04035062749057258
9,52,0,9,5,-0.16785694470020493
9,94,1,7,8,1.8621668841598757
2,44,1,4,2,-1.9896732013695082
9,95,0,5,6,1.8101149911121814
4,70,1,6,5,-0.2719607307955937
8,57,0,5,3,-0.3760645168909824
7,65,0,8,0,-0.011701265557121794
6,87,1,4,2,0.9772847023490714
7,89,1,5,6,1.3936998467306263
1,62,1,4,5,-1.2088948056540925
3,65,1,4,9,-0.3760645168909824
6,85,0,7,2,0.8731809162536827
8,99,0,9,6,2.2265301354937366
2,68,1,6,3,-0.42811640993867683
3,82,0,8,1,0.4567657718721276
6,71,0,5,2,0.09240252053826696
7,40,0,7,5,-1.2088948056540925
2,70,1,5,8,-0.42811640993867683
5,60,1,4,1,-0.6883758751771487
2,60,1,5,9,-0.6363239821294543
9,48,0,6,7,-0.6883758751771487
9,84,1,6,6,1.4457517397783208
7,52,1,8,6,-0.4801683029863712
8,46,1,7,7,-0.6883758751771487
9,88,1,6,8,1.4978036328260151
8,45,1,6,8,-0.7924796612725374
8,97,0,9,2,1.8621668841598757
3,83,1,9,1,0.4047138788244332
8,88,1,7,3,1.5498555258737094
1,80,0,8,2,-0.16785694470020493
9,49,0,5,0,-0.4801683029863712
6,95,1,6,7,1.6539593119690983
7,97,1,8,8,1.9662706702552646
2,99,1,9,5,1.0813884884444602
9,97,0,6,6,2.0703744563506534
6,41,1,8,4,-1.3650504847971756
1,91,1,9,7,0.8211290232059882
6,94,1,9,2,1.7580630980644871
5,94,0,8,3,1.4978036328260151
8,58,0,6,6,-0.11580505165251055
5,95,0,9,1,1.341647953682932
3,81,0,8,4,0.3006100927290445
5,83,0,7,2,0.7690771301582938
2,94,0,4,9,0.5608695579675164
7,43,0,8,9,-1.2088948056540925
5,86,1,7,6,0.925232809301377
3,66,0,6,5,-0.3760645168909824
1,43,0,9,1,-1.9376213083218137
9,72,0,7,6,0.925232809301377
4,45,1,7,0,-1.5212061639402588
6,67,1,9,7,0.09240252053826696
8,68,0,8,2,0.35266198577673885
6,79,0,5,1,0.7690771301582938
4,75,0,8,6,0.2485581996813501
3,75,0,8,1,-0.011701265557121794
9,80,1,9,9,1.2375441675875432
1,64,0,6,9,-0.6363239821294543
3,73,0,9,0,-0.11580505165251055
3,66,0,8,1,-0.3760645168909824
8,65,0,6,5,0.2485581996813501
9,42,1,7,2,-0.7924796612725374
3,49,0,9,5,-1.2088948056540925
5,48,1,7,4,-1.1568429126063982
5,61,1,9,5,-0.42811640993867683
6,40,0,6,1,-1.6253099500356474
5,62,0,4,2,-0.32401262384328805
8,82,1,9,6,1.3936998467306263
2,67,1,7,2,-0.42811640993867683
1,81,0,4,6,0.14445441358596134
2,42,0,4,7,-1.9376213083218137
5,66,0,7,5,-0.16785694470020493
7,86,0,7,3,0.9772847023490714
1,40,0,5,9,-2.145828880512591
3,62,1,4,0,-0.6363239821294543
5,64,1,6,2,-0.32401262384328805
2,42,0,4,0,-2.093776987464897
3,94,0,4,7,1.0813884884444602
2,66,0,9,8,-0.6363239821294543
5,43,0,8,2,-1.2609466987017868
5,54,0,4,9,-0.9486353404156206
1,65,0,8,1,-0.8445315543202319
8,64,1,5,1,0.09240252053826696
3,58,1,4,5,-1.3129985917494813
1,46,1,7,6,-1.833517522226425
7,80,0,8,3,0.8211290232059882
7,80,0,7,2,0.6129214510152108
7,91,1,4,3,1.4978036328260151
8,46,0,9,0,-0.740427768224843
1,64,0,4,7,-0.8965834473679262
5,61,1,8,7,-0.2199088377478993
8,54,0,9,7,0.09240252053826696
2,43,1,4,5,-2.0417250944172025
7,81,0,6,0,0.7690771301582938
3,62,1,5,3,-0.8445315543202319
7,78,1,6,2,0.5088176649198219
6,95,0,5,5,1.3936998467306263
4,79,0,4,4,0.2485581996813501
9,49,0,9,4,-0.4801683029863712
2,92,1,5,9,0.8211290232059882
5,40,0,5,9,-1.41710237784487
6,56,1,4,8,-0.58427208908176
8,93,0,4,5,1.7060112050167926
8,65,1,4,2,0.14445441358596134
6,59,0,4,6,-0.42811640993867683
3,99,1,4,8,1.0813884884444602
9,41,1,7,4,-0.6883758751771487
3,66,1,6,9,-0.6363239821294543
1,77,1,9,9,-0.011701265557121794
9,91,0,5,2,1.341647953682932
6,65,1,6,5,-0.11580505165251055
1,91,0,6,0,0.3006100927290445
6,82,0,5,9,0.925232809301377
9,64,1,9,8,0.4047138788244332
4,57,1,6,4,-0.8965834473679262
1,58,0,4,2,-1.2088948056540925
5,92,1,8,0,1.2375441675875432
2,87,0,6,6,0.35266198577673885
3,97,1,7,2,1.1334403814921545
5,66,0,8,2,-0.11580505165251055
5,92,1,4,6,1.0813884884444602
4,86,1,8,9,0.8211290232059882
3,48,1,5,9,-1.41710237784487
8,53,1,6,4,-0.4801683029863712
6,70,0,4,9,0.1965063066336557
4,43,0,7,6,-1.5212061639402588
1,97,1,5,0,0.8211290232059882
5,81,0,4,4,0.6129214510152108
2,85,0,8,6,0.4047138788244332
1,48,0,5,4,-1.9376213083218137
4,49,1,7,6,-1.1047910195587036
4,72,0,5,4,0.04035062749057258
5,60,0,9,2,-0.4801683029863712
2,59,0,7,0,-1.1047910195587036
3,71,1,4,1,-0.3760645168909824
6,95,0,6,9,1.341647953682932
2,99,0,4,9,1.0293365953967657
4,45,1,8,8,-1.3129985917494813
2,69,1,9,1,-0.4801683029863712
1,94,1,9,3,0.925232809301377
8,67,0,7,6,0.5608695579675164
2,87,0,5,4,0.6649733440629051
4,56,1,7,3,-1.000687233463315
1,52,0,9,7,-1.2609466987017868
9,77,0,5,8,0.925232809301377
2,92,0,6,3,0.6129214510152108
9,40,0,5,8,-0.9486353404156206
3,46,1,6,8,-1.4691542708925645
5,95,1,8,5,1.3936998467306263
9,99,1,4,8,2.174478242446042
4,68,1,9,7,0.04035062749057258
1,49,0,8,7,-1.5212061639402588
9,92,0,8,6,1.8101149911121814
4,78,1,6,9,0.3006100927290445
9,56,1,9,7,-0.011701265557121794
8,60,0,7,9,-0.06375315860481617
8,86,0,4,4,1.2375441675875432
5,80,1,9,9,0.7690771301582938
7,52,0,6,3,-0.6363239821294543
3,90,1,5,6,0.7690771301582938
9,41,1,6,0,-0.8965834473679262
9,95,0,5,7,1.8101149911121814
9,68,0,5,5,0.5608695579675164
1,69,0,9,5,-0.42811640993867683
6,42,0,8,6,-1.3650504847971756
8,52,1,7,0,-0.58427208908176
7,41,1,7,4,-1.2609466987017868
4,88,1,4,5,0.8731809162536827
6,74,0,5,9,0.4567657718721276
8,70,0,8,8,0.5088176649198219
8,77,1,9,2,0.925232809301377
9,95,0,8,4,1.91421877720757
7,60,1,5,5,-0.2199088377478993
7,93,1,7,4,1.601907418921404
6,73,0,7,5,0.1965063066336557
7,70,0,8,7,0.3006100927290445
8,42,1,7,8,-0.8965834473679262
9,43,0,8,6,-0.8445315543202319
1,40,1,4,3,-2.1978807735602857
1,98,1,8,6,0.9772847023490714
7,51,1,4,8,-0.4801683029863712
9,96,1,8,6,2.0703744563506534
8,74,1,4,5,0.6129214510152108
1,79,1,8,3,-0.06375315860481617
8,63,0,8,3,0.2485581996813501
7,77,0,6,1,0.6649733440629051
1,99,1,5,0,0.8211290232059882
4,44,0,4,0,-1.573258056987953
3,86,1,7,8,0.6649733440629051
6,81,1,5,2,0.6129214510152108
2,92,0,9,9,0.7170252371105995
8,46,0,9,2,-0.6883758751771487
9,62,0,4,3,0.14445441358596134
5,69,1,9,7,0.09240252053826696
7,42,0,5,5,-1.1568429126063982
6,54,0,6,0,-0.6363239821294543
4,90,0,7,8,0.9772847023490714
4,52,1,9,2,-1.000687233463315
4,75,1,9,7,0.35266198577673885
5,67,1,7,6,-0.2199088377478993
1,43,0,8,3,-2.0417250944172025
8,91,0,8,5,1.6539593119690983
6,62,0,4,6,-0.2719607307955937
8,50,1,5,6,-0.3760645168909824
9,72,0,8,9,0.8211290232059882
1,54,0,9,8,-1.1047910195587036
9,89,0,9,3,1.7060112050167926
5,47,0,5,4,-1.3129985917494813
3,96,1,7,4,1.0293365953967657
3,94,1,5,4,0.8731809162536827
9,74,0,4,8,0.8211290232059882
2,74,0,4,2,-0.42811640993867683
4,79,1,6,5,0.4567657718721276
8,64,0,6,8,0.2485581996813501
3,55,0,4,3,-1.000687233463315
4,89,1,7,1,0.8731809162536827
5,65,0,4,9,-0.2719607307955937
9,58,1,7,2,0.04035062749057258
2,82,1,4,8,0.09240252053826696
1,44,1,9,7,-2.0417250944172025
4,81,1,9,8,0.6129214510152108
5,86,0,8,8,0.8731809162536827
5,74,1,5,9,0.3006100927290445
3,69,1,4,4,-0.42811640993867683
4,84,1,4,2,0.7170252371105995
7,67,1,9,3,0.2485581996813501
3,94,1,6,5,0.9772847023490714
2,89,1,4,0,0.6649733440629051
6,82,0,8,6,0.8731809162536827
8,86,1,8,8,1.2895960606352377
1,62,0,6,6,-0.9486353404156206
2,50,1,9,0,-1.3129985917494813
7,42,0,5,7,-1.3650504847971756
3,73,1,4,6,-0.011701265557121794
5,56,0,8,2,-0.7924796612725374
6,45,1,8,1,-1.2088948056540925
3,98,0,6,6,1.0813884884444602
8,87,1,4,5,1.341647953682932
5,62,1,5,6,-0.2199088377478993
8,87,1,5,6,1.3936998467306263
1,77,1,9,0,-0.2199088377478993
1,51,0,9,0,-1.573258056987953
8,58,0,9,6,-0.06375315860481617
6,74,0,5,6,0.35266198577673885
2,92,0,4,5,0.8211290232059882
8,65,0,6,5,0.1965063066336557
5,49,0,9,7,-1.000687233463315
8,64,1,5,6,0.14445441358596134
4,98,1,9,6,1.4457517397783208
5,75,1,6,8,0.35266198577673885
2,73,1,8,7,-0.16785694470020493
3,55,1,8,7,-1.0527391265110093
4,48,1,4,3,-1.3129985917494813
5,53,1,8,1,-0.740427768224843
7,47,0,6,8,-0.8965834473679262
8,89,0,6,7,1.4457517397783208
5,93,0,7,5,1.2895960606352377
9,54,0,7,4,-0.2719607307955937
9,41,1,8,1,-0.740427768224843
2,43,1,5,3,-1.7814656291787305
1,86,1,4,4,0.1965063066336557
6,44,1,5,6,-1.1568429126063982
9,44,1,9,6,-0.7924796612725374
7,54,1,7,1,-0.2719607307955937
1,87,0,8,9,0.4567657718721276
4,90,0,7,9,0.8731809162536827
6,60,0,7,3,-0.42811640993867683
9,93,0,9,7,1.8621668841598757
2,76,1,8,7,0.09240252053826696
2,47,1,4,3,-1.6253099500356474
4,92,0,8,8,1.1334403814921545
3,81,0,4,7,0.1965063066336557
5,48,0,8,0,-1.000687233463315
7,61,1,9,9,-0.11580505165251055
8,85,1,6,3,1.341647953682932
7,98,0,4,4,1.7580630980644871
2,80,0,8,8,0.14445441358596134
3,64,0,6,1,-0.6883758751771487
7,46,1,5,5,-0.9486353404156206
1,96,1,6,3,0.7170252371105995
4,91,0,8,6,1.2895960606352377
5,43,0,7,9,-1.2609466987017868
7,88,0,8,8,1.2375441675875432
1,78,0,8,8,-0.16785694470020493
4,77,1,7,9,0.35266198577673885
8,69,0,6,0,0.2485581996813501
2,92,0,7,0,0.7170252371105995
9,87,1,8,3,1.4978036328260151
7,98,0,8,9,1.8101149911121814
8,60,0,4,6,-0.011701265557121794
2,67,0,5,5,-0.4801683029863712
3,60,0,5,6,-0.9486353404156206
9,41,1,5,2,-0.8965834473679262
7,45,1,6,5,-1.1047910195587036
7,41,1,7,7,-1.1047910195587036
7,73,1,5,9,0.4567657718721276
8,97,1,6,1,1.91421877720757
2,93,0,4,3,0.8211290232059882
9,76,0,9,8,1.0813884884444602
2,51,1,7,8,-1.4691542708925645
8,83,1,9,6,1.341647953682932
2,52,0,4,1,-1.41710237784487
5,45,1,5,6,-1.2609466987017868
9,55,0,7,2,-0.4801683029863712
6,45,0,5,2,-1.2088948056540925
8,88,0,5,7,1.5498555258737094
8,71,0,8,5,0.35266198577673885
6,65,1,5,9,-0.11580505165251055
4,70,1,6,8,-0.11580505165251055
4,87,0,6,9,0.9772847023490714
8,82,1,5,3,1.0813884884444602
5,77,0,9,1,0.1965063066336557
7,59,0,6,3,-0.2199088377478993
3,68,0,5,5,-0.32401262384328805
7,73,0,7,7,0.4567657718721276
6,44,1,7,7,-1.1568429126063982
4,84,0,8,6,0.4567657718721276
9,42,0,5,0,-0.9486353404156206
6,91,1,4,0,1.3936998467306263
5,85,1,5,7,0.925232809301377
7,58,1,7,7,-0.11580505165251055
1,93,0,7,7,0.5608695579675164
8,45,1,4,6,-0.8445315543202319
9,70,1,4,5,0.6649733440629051
1,85,1,5,2,0.14445441358596134
6,83,0,7,0,0.6649733440629051
8,64,0,6,2,0.04035062749057258
5,56,1,4,2,-0.58427208908176
8,50,1,4,5,-0.58427208908176
1,60,1,4,3,-1.1047910195587036
8,89,0,4,6,1.4457517397783208
1,60,1,7,8,-0.8445315543202319
8,80,1,4,0,0.925232809301377
3,63,1,9,8,-0.6363239821294543
3,72,1,8,3,-0.06375315860481617
9,86,1,6,9,1.4457517397783208
2,49,1,5,7,-1.573258056987953
3,60,0,9,3,-0.7924796612725374
9,89,1,5,3,1.5498555258737094
6,85,0,8,7,1.2375441675875432
3,75,0,5,6,0.04035062749057258
3,79,1,6,3,0.35266198577673885
4,58,0,6,0,-0.7924796612725374
3,73,0,8,6,-0.11580505165251055
1,67,1,7,1,-0.740427768224843
5,72,0,9,2,0.09240252053826696
2,48,0,9,9,-1.3650504847971756
7,69,1,5,1,0.2485581996813501
3,77,0,6,3,0.04035062749057258
7,91,0,7,0,1.3936998467306263
9,96,1,4,3,2.018322563302959
8,89,1,5,8,1.2895960606352377
4,84,0,9,7,0.4567657718721276
2,87,1,4,5,0.35266198577673885
4,83,1,5,4,0.6129214510152108
7,65,0,4,5,-0.011701265557121794
2,53,0,9,3,-1.2609466987017868
8,60,0,5,2,-0.16785694470020493
7,58,1,8,0,-0.2199088377478993
2,94,1,5,2,0.6649733440629051
2,63,1,8,6,-0.58427208908176
4,65,1,5,4,-0.42811640993867683
5,62,1,7,2,-0.4801683029863712
7,59,1,7,6,-0.16785694470020493
8,76,0,4,3,0.6129214510152108
9,63,1,5,5,0.14445441358596134
9,53,0,4,2,-0.42811640993867683
3,45,0,5,5,-1.4691542708925645
3,60,1,9,0,-0.9486353404156206
2,64,0,7,5,-0.7924796612725374
8,88,0,4,7,1.3936998467306263
4,57,1,6,7,-0.7924796612725374
9,91,1,8,6,1.7580630980644871
1,49,1,8,6,-1.41710237784487
2,44,1,5,1,-1.9376213083218137
2,43,0,9,8,-1.677361843083342
5,56,1,5,2,-0.7924796612725374
4,49,0,4,4,-1.41710237784487
2,92,0,4,3,0.5088176649198219
8,41,1,7,7,-0.9486353404156206
1,96,1,6,6,0.6129214510152108
3,79,1,9,2,0.4047138788244332
4,42,1,6,4,-1.677361843083342
5,43,1,7,4,-1.41710237784487
9,88,1,8,5,1.6539593119690983
4,67,1,4,8,-0.4801683029863712
7,71,1,8,5,0.4567657718721276
2,95,0,5,8,0.8731809162536827
9,69,1,6,1,0.5088176649198219
7,53,1,5,1,-0.4801683029863712
4,47,1,9,8,-1.2609466987017868
9,54,1,6,7,-0.16785694470020493
9,53,1,5,5,-0.32401262384328805
7,51,1,5,1,-0.740427768224843
5,94,1,6,3,1.2375441675875432
9,98,0,8,5,2.1224263493983475
2,70,0,4,1,-0.2199088377478993
1,80,0,6,2,-0.2199088377478993
1,86,1,6,2,0.14445441358596134
